STORY,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl
34,16. JACK WIPES HIS HANDS WITH A TOWEL.,16. JACK LIMPA AS MÃOS COM UMA TOALHA.,16. JACK SE LIMPIA LAS MANOS CON UNA TOALLA.,16. JACK SI ASCIUGA LE MANI CON UN ASCIUGAMANO.,16. JACK ESSUIE SES MAINS AVEC UNE SERVIETTE.,16. JACK WISCHT SICH DIE HÄNDE MIT EINEM HANDTUCH AB.,16. ジャックはタオルで手を拭きます。,16. じゃっくはたおるでてをふきます。,16. JAKKU WA TAORU DE TE O FUKIMASU.,16. JACK DROOGT ZIJN HANDEN MET EEN HANDDOEK.
34,17. HE PICKS UP THE EMPTY FOOD BOWL WHEN THE DOG FINISHES.,17. ELE PEGA A TIGELA VAZIA QUANDO O CACHORRO TERMINA.,17. ÉL TOMA EL PLATO VACÍO CUANDO EL PERRO TERMINA.,17. LUI PRENDE LA CIOTOLA VUOTA QUANDO IL CANE FINISCE.,17. IL PREND LA GAMELLE VIDE QUAND LE CHIEN FINIT.,"17. ER NIMMT DEN LEEREN NAPF, WENN DER HUND FERTIG IST.",17. 彼は犬が終わると空の皿を取ります。,17. かれはいぬがおわるとからのさらをとります。,17. KARE WA INU GA OWARU TO KARA NO SARA O TORIMASU.,17. HIJ PAKT DE LEGE BAK ALS DE HOND KLAAR IS.
34,18. HE PUTS THE BOWL IN THE SINK.,18. ELE COLOCA A TIGELA NA PIA.,18. ÉL PONE EL PLATO EN EL FREGADERO.,18. LUI METTE LA CIOTOLA NEL LAVELLO.,18. IL MET LA GAMELLE DANS L’ÉVIER.,18. ER STELLT DIE SCHALE IN DIE SPÜLE.,18. 彼は皿を流しに置きます。,18. かれはさらをながしにおきます。,18. KARE WA SARA O NAGASHI NI OKIMASU.,18. HIJ ZET DE BAK IN DE GOOTSTEEN.
34,19. HE PETS THE DOG.,19. ELE FAZ CARINHO NO CACHORRO.,19. ÉL ACARICIA AL PERRO.,19. LUI ACCAREZZA IL CANE.,19. IL CARESSE LE CHIEN.,19. ER STREICHELT DEN HUND.,19. 彼は犬をなでます。,19. かれはいぬをなでます。,19. KARE WA INU O NADEMASU.,19. HIJ AAI T DE HOND.
34,20. HE SITS DOWN AND RELAXES.,20. ELE SE SENTA E RELAXA.,20. ÉL SE SIENTA Y SE RELAJA.,20. LUI SI SIEDE E SI RILASSA.,20. IL S’ASSOIT ET SE DÉTEND.,20. ER SETZT SICH HIN UND ENTSPANNT SICH.,20. 彼は座ってくつろぎます。,20. かれはすわってくつろぎます。,20. KARE WA SUWATTE KUTSUROGIMASU.,20. HIJ GAAT ZITTEN EN ONTSPANT.
35,1. SARAH WALKS INTO THE KITCHEN.,1. SARAH ENTRA NA COZINHA.,1. SARAH ENTRA A LA COCINA.,1. SARAH ENTRA IN CUCINA.,1. SARAH ENTRE DANS LA CUISINE.,1. SARAH GEHT IN DIE KÜCHE.,1. サラは台所に入ります。,1. さらはだいどころにはいります。,1. SARA WA DAIDOKORO NI HAIRIMASU.,1. SARAH LOOPT DE KEUKEN IN.
35,2. SHE LOOKS IN THE FRIDGE AND CUPBOARD.,2. ELA OLHA NA GELADEIRA E NO ARMÁRIO.,2. ELLA MIRA EN LA NEVERA Y EL ARMARIO.,2. LEI GUARDA NEL FRIGORIFERO E NELL’ARMADIO.,2. ELLE REGARDE DANS LE FRIGO ET LE PLACARD.,2. SIE SCHAUT IN DEN KÜHLSCHRANK UND DEN SCHRANK.,2. 彼女は冷蔵庫と戸棚を見ます。,2. かのじょはれいぞうこととだなをみます。,2. KANOJO WA REIZŌKO TO TODANA O MIMASU.,2. ZE KIJKT IN DE KOELKAST EN DE KAST.
35,"3. SHE GETS OUT EGGS, BREAD, AND BUTTER.","3. ELA TIRA OVOS, PÃO E MANTEIGA.","3. ELLA SACA HUEVOS, PAN Y MANTEQUILLA.","3. LEI TIRA FUORI UOVA, PANE E BURRO.","3. ELLE SORT DES ŒUFS, DU PAIN ET DU BEURRE.","3. SIE HOLT EIER, BROT UND BUTTER.",3. 彼女は卵、パン、バターを出します。,3. かのじょはたまご、ぱん、ばたーをだします。,"3. KANOJO WA TAMAGO, PAN, BATĀ O DASHIMASU.","3. ZE HAALT EIER, BROOD EN BOTER."
35,4. SHE GETS A PLATE AND A FORK.,4. ELA PEGA UM PRATO E UM GARFO.,4. ELLA TOMA UN PLATO Y UN TENEDOR.,4. LEI PRENDE UN PIATTO E UNA FORCHETTA.,4. ELLE PREND UNE ASSIETTE ET UNE FOURCHETTE.,4. SIE NIMMT EINEN TELLER UND EINE GABEL.,4. 彼女は皿とフォークを取ります。,4. かのじょはさらとふぉーくをとります。,4. KANOJO WA SARA TO FŌKU O TORIMASU.,4. ZE PAKT EEN BORD EN EEN VORK.
35,5. SHE HEATS THE PAN ON THE STOVE.,5. ELA AQUECE A FRIGIDEIRA NO FOGÃO.,5. ELLA CALIENTA LA SARTÉN EN LA COCINA.,5. LEI SCALDA LA PADELLA SUL FORNELLO.,5. ELLE FAIT CHAUFFER LA POÊLE SUR LA CUISINIÈRE.,5. SIE ERHITZT DIE PFANNE AUF DEM HERD.,5. 彼女はフライパンを火にかけます。,5. かのじょはふらいぱんをひにかけます。,5. KANOJO WA FURAIPAN O HI NI KAKEMASU.,5. ZE VERWARMT DE PAN OP HET FORNUIS.
35,6. SHE CRACKS AN EGG INTO A SMALL BOWL FIRST.,6. ELA QUEBRA UM OVO EM UMA TIGELA PEQUENA.,6. ELLA ROMPE UN HUEVO EN UN BOL PEQUEÑO.,6. LEI ROMPE UN UOVO IN UNA CIOTOLA PICCOLA.,6. ELLE CASSE UN ŒUF DANS UN PETIT BOL.,6. SIE SCHLÄGT EIN EI IN EINE KLEINE SCHÜSSEL.,6. 彼女は卵を小さな皿に割ります。,6. かのじょはたまごをちいさなさらにわります。,6. KANOJO WA TAMAGO O CHĪSANA SARA NI WARIMASU.,6. ZE BRE EKT EEN EI IN EEN KLEINE KOM.
35,7. SHE POURS THE EGG INTO THE PAN.,7. ELA DESPEJA O OVO NA FRIGIDEIRA.,7. ELLA VIERTE EL HUEVO EN LA SARTÉN.,7. LEI VERSA L’UOVO NELLA PADELLA.,7. ELLE VERSE L’ŒUF DANS LA POÊLE.,7. SIE GIEßT DAS EI IN DIE PFANNE.,7. 彼女は卵をフライパンに入れます。,7. かのじょはたまごをふらいぱんにいれます。,7. KANOJO WA TAMAGO O FURAIPAN NI IREMASU.,7. ZE GIET HET EI IN DE PAN.
35,8. SHE FRIES THE EGG CAREFULLY.,8. ELA FRITA O OVO COM CUIDADO.,8. ELLA FRÍE EL HUEVO CON CUIDADO.,8. LEI FRIGGE L’UOVO CON CURA.,8. ELLE FAIT FRIRE L’ŒUF AVEC SOIN.,8. SIE BRÄT DAS EI VORSICHTIG.,8. 彼女は注意して卵を焼きます。,8. かのじょはちゅういしてたまごをやきます。,8. KANOJO WA CHŪI SHITE TAMAGO O YAKIMASU.,8. ZE BAKT HET EI VOORZICHTIG.
35,9. SHE CHECKS IF THE EGG IS COOKED.,9. ELA VERIFICA SE O OVO ESTÁ PRONTO.,9. ELLA REVISA SI EL HUEVO ESTÁ LISTO.,9. LEI CONTROLLA SE L’UOVO È COTTO.,9. ELLE VÉRIFIE SI L’ŒUF EST CUIT.,"9. SIE PRÜFT, OB DAS EI FERTIG IST.",9. 彼女は卵が焼けたか確認します。,9. かのじょはたまごがやけたかかくにんします。,9. KANOJO WA TAMAGO GA YAKETA KA KAKUNIN SHIMASU.,9. ZE CONTROLEERT OF HET EI KLAAR IS.
35,10. SHE TOASTS THE BREAD IN THE TOASTER.,10. ELA TORRA O PÃO NA TORRADEIRA.,10. ELLA TU ESTA EL PAN EN LA TOSTADORA.,10. LEI TOSTA IL PANE NEL TOSTAPANE.,10. ELLE FAIT GRILLER LE PAIN DANS LE GRILLE-PAIN.,10. SIE TOASTET DAS BROT IM TOASTER.,10. 彼女はパンをトースターで焼きます。,10. かのじょはぱんをとーすたーでやきます。,10. KANOJO WA PAN O TŌSUTĀ DE YAKIMASU.,10. ZE ROOSTERT HET BROOD IN DE BROODROOSTER.
35,11. SHE TAKES BUTTER FROM THE FRIDGE.,11. ELA PEGA A MANTEIGA DA GELADEIRA.,11. ELLA SACA LA MANTEQUILLA DE LA NEVERA.,11. LEI PRENDE IL BURRO DAL FRIGO.,11. ELLE PREND LE BEURRE DU FRIGO.,11. SIE NIMMT DIE BUTTER AUS DEM KÜHLSCHRANK.,11. 彼女は冷蔵庫からバターを取ります。,11. かのじょはれいぞうこからばたーをとります。,11. KANOJO WA REIZŌKO KARA BATĀ O TORIMASU.,11. ZE HAALT DE BOTER UIT DE KOELKAST.
35,12. SHE SPREADS BUTTER ON THE TOAST.,12. ELA PASSA MANTEIGA NA TORRADA.,12. ELLA UNTA MANTEQUILLA EN LA TOSTADA.,12. LEI SPALMA IL BURRO SUL PANE TOSTATO.,12. ELLE ÉTALE LE BEURRE SUR LE TOAST.,12. SIE STREICHT BUTTER AUF DEN TOAST.,12. 彼女はトーストにバターを塗ります。,12. かのじょはとーすとにばたーをぬります。,12. KANOJO WA TŌSUTO NI BATĀ O NURIMASU.,12. ZE SMEERT BOTER OP DE TOAST.
35,13. SHE PLACES THE FRIED EGG ON THE TOAST.,13. ELA COLOCA O OVO FRITO NA TORRADA.,13. ELLA COLOCA EL HUEVO FRITO SOBRE LA TOSTADA.,13. LEI METTE L’UOVO FRITTO SUL PANE.,13. ELLE POSE L’ŒUF FRIT SUR LE TOAST.,13. SIE LEGT DAS SPIEGELEI AUF DEN TOAST.,13. 彼女は焼いた卵をトーストにのせます。,13. かのじょはやいたたまごをとーすとにのせます。,13. KANOJO WA YAITA TAMAGO O TŌSUTO NI NOSEMASU.,13. ZE LEGT HET EI OP DE TOAST.
35,14. SHE PICKS UP A CUP AND POURS COFFEE INTO IT.,14. ELA PEGA UMA XÍCARA E COLOCA CAFÉ.,14. ELLA TOMA UNA TAZA Y SIRVE CAFÉ.,14. LEI PRENDE UNA TAZZA E VERSA IL CAFFÈ.,14. ELLE PREND UNE TASSE ET VERSE DU CAFÉ.,14. SIE NIMMT EINE TASSE UND GIEßT KAFFEE EIN.,14. 彼女はカップにコーヒーを注ぎます。,14. かのじょはかっぷにこーひーをそそぎます。,14. KANOJO WA KAPPU NI KŌHĪ O SOSOGIMASU.,14. ZE SCHENKT KOFFIE IN EEN KOP.
35,15. SHE PUTS THE PLATE ON THE TABLE.,15. ELA COLOCA O PRATO NA MESA.,15. ELLA PONE EL PLATO EN LA MESA.,15. LEI METTE IL PIATTO SUL TAVOLO.,15. ELLE MET L’ASSIETTE SUR LA TABLE.,15. SIE STELLT DEN TELLER AUF DEN TISCH.,15. 彼女は皿をテーブルに置きます。,15. かのじょはさらをてーぶるにおきます。,15. KANOJO WA SARA O TĒBURU NI OKIMASU.,15. ZE ZET HET BORD OP TAFEL.
35,16. SHE SITS DOWN TO EAT.,16. ELA SE SENTA PARA COMER.,16. ELLA SE SIENTA A COMER.,16. LEI SI SIEDE PER MANGIARE.,16. ELLE S’ASSOIT POUR MANGER.,16. SIE SETZT SICH ZUM ESSEN.,16. 彼女は座って食べます。,16. かのじょはすわってたべます。,16. KANOJO WA SUWATTE TABEMASU.,16. ZE GAAT ZITTEN OM TE ETEN.
35,17. SHE TAKES A BITE OF THE EGG AND TOAST.,17. ELA DÁ UMA MORDIDA NO OVO E NA TORRADA.,17. ELLA DA UN BOCADO AL HUEVO Y LA TOSTADA.,17. LEI DÀ UN MORSO ALL’UOVO E AL PANE.,17. ELLE PREND UNE BOUCHÉE D’ŒUF ET DE TOAST.,17. SIE NIMMT EINEN BISS VOM EI UND TOAST.,17. 彼女は卵とトーストを一口食べます。,17. かのじょはたまごととーすとをひとくちたべます。,17. KANOJO WA TAMAGO TO TŌSUTO O HITOKUCHI TABEMASU.,17. ZE NEEMT EEN HAP VAN HET EI EN DE TOAST.
35,18. SHE DRINKS THE COFFEE.,18. ELA BEBE O CAFÉ.,18. ELLA BEBE EL CAFÉ.,18. LEI BEVE IL CAFFÈ.,18. ELLE BOIT LE CAFÉ.,18. SIE TRINKT DEN KAFFEE.,18. 彼女はコーヒーを飲みます。,18. かのじょはこーひーをのみます。,18. KANOJO WA KŌHĪ O NOMIMASU.,18. ZE DRINKT DE KOFFIE.
35,19. SHE FINISHES EATING.,19. ELA TERMINA DE COMER.,19. ELLA TERMINA DE COMER.,19. LEI FINISCE DI MANGIARE.,19. ELLE FINIT DE MANGER.,19. SIE IST FERTIG MIT ESSEN.,19. 彼女は食べ終わります。,19. かのじょはたべおわります。,19. KANOJO WA TABEOWARIMASU.,19. ZE IS KLAAR MET ETEN.
35,20. SHE SMILES AND FEELS SATISFIED.,20. ELA SORRI E SE SENTE SATISFEITA.,20. ELLA SONRÍE Y SE SIENTE SATISFECHA.,20. LEI SORRIDE E SI SENTE SODDISFATTA.,20. ELLE SOURIT ET SE SENT SATISFAITE.,20. SIE LÄCHELT UND FÜHLT SICH ZUFRIEDEN.,20. 彼女は笑って満足します。,20. かのじょはわらってまんぞくします。,20. KANOJO WA WARATTE MANZOKU SHIMASU.,20. ZE GLIMLACHT EN VOELT ZICH TEVREDEN.
36,1. MATTHEW WALKS INTO THE KITCHEN.,1. MATTHEW ENTRA NA COZINHA.,1. MATTHEW ENTRA A LA COCINA.,1. MATTHEW ENTRA IN CUCINA.,1. MATTHEW ENTRE DANS LA CUISINE.,1. MATTHEW GEHT IN DIE KÜCHE.,1. マシューは台所に入ります。,1. ましゅーはだいどころにはいります。,1. MASHŪ WA DAIDOKORO NI HAIRIMASU.,1. MATTHEW LOOPT DE KEUKEN IN.
36,2. HE LOOKS IN THE FRIDGE.,2. ELE OLHA NA GELADEIRA.,2. ÉL MIRA EN LA NEVERA.,2. LUI GUARDA NEL FRIGO.,2. IL REGARDE DANS LE FRIGO.,2. ER SCHAUT IN DEN KÜHLSCHRANK.,2. 彼は冷蔵庫を見ます。,2. かれはれいぞうこをみます。,2. KARE WA REIZŌKO O MIMASU.,2. HIJ KIJKT IN DE KOELKAST.
36,"3. HE GRABS LETTUCE, TOMATOES, AND CUCUMBERS.","3. ELE PEGA ALFACE, TOMATES E PEPINOS.","3. ÉL TOMA LECHUGA, TOMATES Y PEPINOS.","3. LUI PRENDE LATTUGA, POMODORI E CETRIOLI.","3. IL PREND DE LA LAITUE, DES TOMATES ET DES CONCOMBRES.","3. ER NIMMT SALAT, TOMATEN UND GURKEN.",3. 彼はレタス、トマト、きゅうりを取ります。,3. かれはれたす、とまと、きゅうりをとります。,"3. KARE WA RETASU, TOMATO, KYŪRI O TORIMASU.","3. HIJ PAKT SLA, TOMATEN EN KOMKOMMERS."
36,4. HE WASHES THE LETTUCE UNDER WATER.,4. ELE LAVA A ALFACE EM ÁGUA CORRENTE.,4. ÉL LAVA LA LECHUGA BAJO EL AGUA.,4. LUI LAVA LA LATTUGA SOTTO L’ACQUA.,4. IL LAVE LA LAITUE SOUS L’EAU.,4. ER WÄSCHT DEN SALAT UNTER WASSER.,4. 彼はレタスを水で洗います。,4. かれはれたすをみずであらいます。,4. KARE WA RETASU O MIZU DE ARAIMASU.,4. HIJ WAST DE SLA ONDER WATER.
36,5. HE PICKS UP MORE LETTUCE AND ANOTHER TOMATO.,5. ELE PEGA MAIS ALFACE E OUTRO TOMATE.,5. ÉL TOMA MÁS LECHUGA Y OTRO TOMATE.,5. LUI PRENDE ALTRA LATTUGA E UN ALTRO POMODORO.,5. IL PREND PLUS DE LAITUE ET UNE AUTRE TOMATE.,5. ER NIMMT MEHR SALAT UND EINE WEITERE TOMATE.,5. 彼はさらにレタスと別のトマトを取ります。,5. かれはさらにれたすとべつのとまとをとります。,5. KARE WA SARA NI RETASU TO BETSU NO TOMATO O TORIMASU.,5. HIJ PAKT MEER SLA EN NOG EEN TOMAAT.
36,6. HE CUTS THE TOMATOES ON A CUTTING BOARD.,6. ELE CORTA OS TOMATES NA TÁBUA.,6. ÉL CORTA LOS TOMATES EN LA TABLA.,6. LUI TAGLIA I POMODORI SUL TAGLIERE.,6. IL COUPE LES TOMATES SUR LA PLANCHE.,6. ER SCHNEIDET DIE TOMATEN AUF DEM SCHNEIDEBRETT.,6. 彼はまな板でトマトを切ります。,6. かれはまないたでとまとをきります。,6. KARE WA MAN AITA DE TOMATO O KIRIMASU.,6. HIJ SNIJDT DE TOMATEN OP DE SNIJPLANK.
36,7. HE SLICES THE CUCUMBERS CAREFULLY.,7. ELE FATI A OS PEPINOS COM CUIDADO.,7. ÉL CORTA LOS PEPINOS CON CUIDADO.,7. LUI AFFETTA I CETRIOLI CON CURA.,7. IL TRANCH E LES CONCOMBRES AVEC SOIN.,7. ER SCHNEIDET DIE GURKEN VORSICHTIG.,7. 彼はきゅうりを丁寧に切ります。,7. かれはきゅうりをていねいにきります。,7. KARE WA KYŪRI O TEINEI NI KIRIMASU.,7. HIJ SNIJDT DE KOMKOMMERS ZORGVULDIG.
36,8. HE PUTS ALL THE VEGETABLES IN A BIG BOWL.,8. ELE COLOCA TODOS OS VEGETAIS EM UMA TIGELA GRANDE.,8. ÉL PONE TODAS LAS VERDURAS EN UN BOL GRANDE.,8. LUI METTE TUTTE LE VERDURE IN UNA CIOTOLA GRANDE.,8. IL MET TOUS LES LÉGUMES DANS UN GRAND BOL.,8. ER GIBT ALLES GEMÜSE IN EINE GROßE SCHÜSSEL.,8. 彼は野菜をすべて大きなボウルに入れます。,8. かれはやさいをすべておおきなぼうるにいれます。,8. KARE WA YASAI O SUBETE ŌKINA BŌRU NI IREMASU.,8. HIJ DOET ALLE GROENTEN IN EEN GROTE KOM.
36,9. HE PICKS UP A BOTTLE OF SALAD DRESSING.,9. ELE PEGA UMA GARRAFA DE MOLHO DE SALADA.,9. ÉL TOMA UNA BOTELLA DE ADEREZO.,9. LUI PRENDE UNA BOTTIGLIA DI CONDIMENTO.,9. IL PREND UNE BOUTEILLE DE SAUCE.,9. ER NIMMT EINE FLASCHE SALATDRESSING.,9. 彼はドレッシングのボトルを取ります。,9. かれはどれっしんぐのぼとるをとります。,9. KARE WA DORESSHINGU NO BOTORU O TORIMASU.,9. HIJ PAKT EEN FLES SLASAUS.
36,10. HE POURS DRESSING OVER THE SALAD.,10. ELE DESPEJA O MOLHO SOBRE A SALADA.,10. ÉL VIERTE EL ADEREZO SOBRE LA ENSALADA.,10. LUI VERSA IL CONDIMENTO SULL’INSALATA.,10. IL VERSE LA SAUCE SUR LA SALADE.,10. ER GIEßT DAS DRESSING ÜBER DEN SALAT.,10. 彼はサラダにドレッシングをかけます。,10. かれはさらだにどれっしんぐをかけます。,10. KARE WA SARADA NI DORESSHINGU O KAKEMASU.,10. HIJ GIET DE SAUS OVER DE SALADE.
36,11. HE MIXES THE INGREDIENTS WITH A SPOON.,11. ELE MISTURA OS INGREDIENTES COM UMA COLHER.,11. ÉL MEZCLA LOS INGREDIENTES CON UNA CUCHARA.,11. LUI MESCOLA GLI INGREDIENTI CON UN CUCCHIAIO.,11. IL MÉLANGE LES INGRÉDIENTS AVEC UNE CUILLÈRE.,11. ER MISCHT DIE ZUTATEN MIT EINEM LÖFFEL.,11. 彼はスプーンで材料を混ぜます。,11. かれはすぷーんでざいりょうをまぜます。,11. KARE WA SUPŪN DE ZAIRYŌ O MAZEMASU.,11. HIJ MENGT DE INGREDIËNTEN MET EEN LEPEL.
36,12. HE TOSSES THE SALAD TO MAKE IT EVEN.,12. ELE MEXE A SALADA PARA FICAR UNIFORME.,12. ÉL REMUEVE LA ENSALADA PARA QUE QUEDE PAREJA.,12. LUI MESCOLA L’INSALATA PER RENDERLA UNIFORME.,12. IL MÉLANGE LA SALADE POUR L’ÉGALISER.,"12. ER MISCHT DEN SALAT, DAMIT ER GLEICHMÄßIG IST.",12. 彼はサラダを均一に混ぜます。,12. かれはさらだをきんいつにまぜます。,12. KARE WA SARADA O KIN’ITSU NI MAZEMASU.,12. HIJ HUSS ELT DE SALADE GOED DOOR.
36,13. HE CHECKS IF THE SALAD IS READY.,13. ELE VERIFICA SE A SALADA ESTÁ PRONTA.,13. ÉL REVISA SI LA ENSALADA ESTÁ LISTA.,13. LUI CONTROLLA SE L’INSALATA È PRONTA.,13. IL VÉRIFIE SI LA SALADE EST PRÊTE.,"13. ER PRÜFT, OB DER SALAT FERTIG IST.",13. 彼はサラダができたか確認します。,13. かれはさらだができたかかくにんします。,13. KARE WA SARADA GA DEKITA KA KAKUNIN SHIMASU.,13. HIJ CONTROLEERT OF DE SALADE KLAAR IS.
36,14. HE PICKS UP A PLATE.,14. ELE PEGA UM PRATO.,14. ÉL TOMA UN PLATO.,14. LUI PRENDE UN PIATTO.,14. IL PREND UNE ASSIETTE.,14. ER NIMMT EINEN TELLER.,14. 彼は皿を取ります。,14. かれはさらをとります。,14. KARE WA SARA O TORIMASU.,14. HIJ PAKT EEN BORD.
36,15. HE SERVES THE SALAD ON THE PLATE.,15. ELE SERVE A SALADA NO PRATO.,15. ÉL SIRVE LA ENSALADA EN EL PLATO.,15. LUI SERVE L’INSALATA NEL PIATTO.,15. IL SERT LA SALADE DANS L’ASSIETTE.,15. ER SERVIERT DEN SALAT AUF DEM TELLER.,15. 彼は皿にサラダを盛ります。,15. かれはさらにさらだをもります。,15. KARE WA SARA NI SARADA O MORIMASU.,15. HIJ SCHEPT DE SALADE OP HET BORD.
36,16. HE PICKS UP A FORK.,16. ELE PEGA UM GARFO.,16. ÉL TOMA UN TENEDOR.,16. LUI PRENDE UNA FORCHETTA.,16. IL PREND UNE FOURCHETTE.,16. ER NIMMT EINE GABEL.,16. 彼はフォークを取ります。,16. かれはふぉーくをとります。,16. KARE WA FŌKU O TORIMASU.,16. HIJ PAKT EEN VORK.
36,17. HE TAKES A BITE OF THE SALAD.,17. ELE DÁ UMA MORDIDA NA SALADA.,17. ÉL DA UN BOCADO A LA ENSALADA.,17. LUI DÀ UN MORSO ALL’INSALATA.,17. IL PREND UNE BOUCHÉE DE SALADE.,17. ER NIMMT EINEN BISS VOM SALAT.,17. 彼はサラダを一口食べます。,17. かれはさらだをひとくちたべます。,17. KARE WA SARADA O HITOKUCHI TABEMASU.,17. HIJ NEEMT EEN HAP VAN DE SALADE.
36,18. HE SMILES BECAUSE IT TASTES GOOD.,18. ELE SORRI PORQUE ESTÁ GOSTOSO.,18. ÉL SONRÍE PORQUE SABE BIEN.,18. LUI SORRIDE PERCHÉ È BUONO.,18. IL SOURIT PARCE QUE C’EST BON.,"18. ER LÄCHELT, WEIL ES GUT SCHMECKT.",18. 彼はおいしくて笑います。,18. かれはおいしくてわらいます。,18. KARE WA OISHIKUTE WARAI MASU.,18. HIJ GLIMLACHT OMDAT HET LEKKER IS.
36,19. HE TAKES ANOTHER BITE.,19. ELE DÁ OUTRA MORDIDA.,19. ÉL DA OTRO BOCADO.,19. LUI DÀ UN ALTRO MORSO.,19. IL PREND UNE AUTRE BOUCHÉE.,19. ER NIMMT NOCH EINEN BISS.,19. 彼はもう一口食べます。,19. かれはもうひとくちたべます。,19. KARE WA MŌ HITOKUCHI TABEMASU.,19. HIJ NEEMT NOG EEN HAP.
36,20. HE FINISHES EATING AND CLEANS HIS HANDS.,20. ELE TERMINA DE COMER E LIMPA AS MÃOS.,20. ÉL TERMINA DE COMER Y SE LIMPIA LAS MANOS.,20. LUI FINISCE DI MANGIARE E SI PULISCE LE MANI.,20. IL FINIT DE MANGER ET SE NETTOIE LES MAINS.,20. ER ISST FERTIG UND REINIGT SEINE HÄNDE.,20. 彼は食べ終わって手をきれいにします。,20. かれはたべおわっててをきれいにします。,20. KARE WA TABEOWATTE TE O KIREI NI SHIMASU.,20. HIJ IS KLAAR MET ETEN EN MAAKT ZIJN HANDEN SCHOON.
37,1. JACK WALKS INTO THE KITCHEN.,1. JACK ENTRA NA COZINHA.,1. JACK ENTRA A LA COCINA.,1. JACK ENTRA IN CUCINA.,1. JACK ENTRE DANS LA CUISINE.,1. JACK GEHT IN DIE KÜCHE.,1. ジャックは台所に入ります。,1. じゃっくはだいどころにはいります。,1. JAKKU WA DAIDOKORO NI HAIRIMASU.,1. JACK LOOPT DE KEUKEN IN.
37,2. HE LOOKS IN THE FRIDGE AND CUPBOARD.,2. ELE OLHA NA GELADEIRA E NO ARMÁRIO.,2. ÉL MIRA EN LA NEVERA Y EL ARMARIO.,2. LUI GUARDA NEL FRIGO E NELL’ARMADIO.,2. IL REGARDE DANS LE FRIGO ET LE PLACARD.,2. ER SCHAUT IN DEN KÜHLSCHRANK UND DEN SCHRANK.,2. 彼は冷蔵庫と戸棚を見ます。,2. かれはれいぞうこととだなをみます。,2. KARE WA REIZŌKO TO TODANA O MIMASU.,2. HIJ KIJKT IN DE KOELKAST EN DE KAST.
37,"3. HE GETS OUT BREAD, CHEESE, AND HAM.","3. ELE TIRA PÃO, QUEIJO E PRESUNTO.","3. ÉL SACA PAN, QUESO Y JAMÓN.","3. LUI TIRA FUORI PANE, FORMAGGIO E PROSCIUTTO.","3. IL SORT DU PAIN, DU FROMAGE ET DU JAMBON.","3. ER HOLT BROT, KÄSE UND SCHINKEN.",3. 彼はパン、チーズ、ハムを出します。,3. かれはぱん、ちーず、はむをだします。,"3. KARE WA PAN, CHĪZU, HAMU O DASHIMASU.","3. HIJ HAALT BROOD, KAAS EN HAM."
37,4. HE WASHES HIS HANDS.,4. ELE LAVA AS MÃOS.,4. ÉL SE LAVA LAS MANOS.,4. LUI SI LAVA LE MANI.,4. IL SE LAVE LES MAINS.,4. ER WÄSCHT SICH DIE HÄNDE.,4. 彼は手を洗います。,4. かれはてをあらいます。,4. KARE WA TE O ARAIMASU.,4. HIJ WAST ZIJN HANDEN.
37,5. HE GETS TWO SLICES OF BREAD AND PUTS THEM ON THE COUNTER.,5. ELE PEGA DUAS FATIAS DE PÃO E COLOCA NO BALCÃO.,5. ÉL TOMA DOS REBANADAS DE PAN Y LAS PONE EN LA ENCIMERA.,5. LUI PRENDE DUE FETTE DI PANE E LE METTE SUL BANCO.,5. IL PREND DEUX TRANCHES DE PAIN ET LES MET SUR LE COMPTOIR.,5. ER NIMMT ZWEI SCHEIBEN BROT UND LEGT SIE AUF DIE ARBEITSFLÄCHE.,5. 彼はパンを二枚取り、カウンターに置きます。,5. かれはぱんをにまいとり、かうんたーにおきます。,"5. KARE WA PAN O NIMAI TORI, KAUNTĀ NI OKIMASU.",5. HIJ PAKT TWEE SNEDEN BROOD EN LEGT ZE OP HET AANRECHT.
37,6. HE PICKS UP A SLICE OF CHEESE.,6. ELE PEGA UMA FATIA DE QUEIJO.,6. ÉL TOMA UNA REBANADA DE QUESO.,6. LUI PRENDE UNA FETTA DI FORMAGGIO.,6. IL PREND UNE TRANCHE DE FROMAGE.,6. ER NIMMT EINE SCHEIBE KÄSE.,6. 彼はチーズを一枚取ります。,6. かれはちーずをいちまいとります。,6. KARE WA CHĪZU O ICHIMAI TORIMASU.,6. HIJ PAKT EEN PLAK KAAS.
37,7. HE PLACES THE CHEESE ON ONE SLICE OF BREAD.,7. ELE COLOCA O QUEIJO EM UMA FATIA DE PÃO.,7. ÉL PONE EL QUESO EN UNA REBANADA DE PAN.,7. LUI METTE IL FORMAGGIO SU UNA FETTA DI PANE.,7. IL MET LE FROMAGE SUR UNE TRANCHE DE PAIN.,7. ER LEGT DEN KÄSE AUF EINE SCHEIBE BROT.,7. 彼はチーズをパンの上に置きます。,7. かれはちーずをぱんのうえにおきます。,7. KARE WA CHĪZU O PAN NO UE NI OKIMASU.,7. HIJ LEGT DE KAAS OP HET BROOD.
