Story,File,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl,,,,,,
36,,WATER,ÁGUA,AGUA,ACQUA,EAU,WASSER,水,みず,MIZU,WATER,,,,,,
36,,UNDER WATER,DEBAIXO DA ÁGUA,BAJO EL AGUA,SOTTO L’ACQUA,SOUS L’EAU,UNTER WASSER,水の下,みずのした,MIZU NO SHITA,ONDER WATER,,,,,,
36,,PICK UP – PUT DOWN,PEGAR – COLOCAR,COGER – DEJAR,PRENDERE – POSARE,PRNDRE – POSER,AUFHEBEN – ABLEGEN,取る / 置く,とる / おく,TORU / OKU,OPPAKKEN – NEERZETTEN,,,,,,
36,,MORE – LESS,MAIS – MENOS,MÁS – MENOS,PIÙ – MENO,PLUS – MOINS,MEHR – WENIGER,多い / 少ない,おおい / すくない,OOI / SUKUNAI,MEER – MINDER,,,,,,
36,,ONE WOMAN – ANOTHER WOMAN,UMA MULHER – OUTRA MULHER,UNA MUJER – OTRA MUJER,UNA DONNA – UN’ALTRA DONNA,UNE FEMME – UNE AUTRE FEMME,EINE FRAU – EINE ANDERE FRAU,一人の女性 / 別の女性,ひとりのじょせい / べつのじょせい,HITORI NO JOSEI / BETSU NO JOSEI,EEN VROUW – ANDERE VROUW,,,,,,
36,,CUT,CORTAR,CORTAR,TAGLIARE,COUPER, SCHNEIDEN,切る,きる,KIRU,SNIJDEN,,,,,,
36,,CUT TOMATO,CORTAR TOMATE,CORTAR TOMATE,TAGLIARE IL POMODORO,COUPER LA TOMATE,TOMATE SCHNEIDEN,トマトを切る,とまとをきる,TOMATO O KIRU,TOMATE SNijden,,,,,,
36,,BOARD,TÁBUA, TABLA,TAGLIERE,PLANCHA, SCHNEIDEBRETT,まな板,まないた,MANAITA,SNIJPLANK,,,,,,
36,,CUTTING BOARD,TÁBUA DE CORTE,TABLA DE CORTAR,TAGLIERE,PLAN DE COUPE, SCHNEIDEBRETT,まな板,まないた,MANAITA,SNIJPLANK,,,,,,
36,,ON THE BOX – IN THE BOX,SOBRE A CAIXA – DENTRO DA CAIXA,SOBRE LA CAJA – DENTRO DE LA CAJA,SOPRA LA SCATOLA – DENTRO DELLA SCATOLA,SUR LA BOÎTE – DANS LA BOÎTE,AUF DER BOX – IN DER BOX,箱の上 / 箱の中,はこのうえ / はこのなか,HAKO NO UE / HAKO NO NAKA,OP DE DOOS – IN DE DOOS,,,,,,
36,,SLICE,FATIA,REBANADA,FETTA,TRANCHE,SCHEIBE,スライス,すらいす,SURAISU,SLICE,,,,,,
36,,BREAD,PÃO,PAN,PANE,PAIN,BROT,パン,ぱん,PAN,BROOD,,,,,,
36,,SLICE BREAD,FATIAR PÃO,REBANAR PAN, AFFETTARE IL PANE,TRANCHER LE PAIN,BROT SCHNEIDEN,パンを切る,ぱんをきる,PAN O KIRU,PLAK BROOD,,,,,,
36,,SLICE CUCUMBER,FATIAR PEPINO,REBANAR PEPINO,FETTA DI CETRIOLO,TRANCHER LE CONCOMBRE,GURKE SCHNEIDEN,きゅうりを切る,きゅうりをきる,KYUURI O KIRU,PLAK KOMKOMMER,,,,,,
36,,CAREFULLY – CARELESSLY,CUIDADOSAMENTE – DESCUIDADAMENTE,CUIDADOSAMENTE – DESCUIDADAMENTE,ATTENTAMENTE – INCURANTE,ATTENTIVEMENT – NÉGLIGEMMENT,VORSICHTIG – SORGFLOS,慎重に / 注意深く,しんちょうに / ふちゅういに,SHINCHOU NI / FUCHUUI NI,VOORZICHTIG – SLORDIG,,,,,,
36,,VEGETABLES,VEGETAIS,VEGETALES,VERDURE,LEGUMES,GEMÜSE,野菜,やさい,YASAI,GROENTEN,,,,,,
36,,BOWL,TIGELA,TAZÓN,CIOTOLA,BOL,SCHÜSSEL,ボウル,ぼうる,BOURU,SCHAAL,,,,,,
36,,BOWL OF VEGETABLES,TIGELA DE VEGETAIS,TIGELA DE VEGETALES,CIOTOLA DI VERDURE,BOL DE LÉGUMES,SCHÜSSEL MIT GEMÜSE,野菜のボウル,やさいのぼうる,YASAI NO BOURU,SCHAAL GROENTEN,,,,,,
36,,BIG – SMALL,GRANDE – PEQUENO,GRANDE – PEQUEÑO,GRANDE – PICCOLO,GRAND – PETIT,GROSS – KLEIN,大きい / 小さい,おおきい / ちいさい,OOKII / CHIISAI,GROOT – KLEIN,,,,,,
36,,SOME – ALL,ALGUNS – TODOS,ALGUNOS – TODOS,ALCUNI – TUTTI,QUELQUES – TOUS,EINIGE – ALLE,幾つか / 全部,いくつか / ぜんぶ,IKUTSUKA / ZENBU,ENKELE – ALLE,,,,,,
36,,PUT IN – TAKE OUT,COLOCAR – RETIRAR,PONER – SACAR,METTERE – TOGLIERE, METTRE – RETIRER, HINEINSTELLEN – HERAUSNEHMEN,入れる / 出す,いれる / だす,IRERU / DASU,INZETTEN – UITNEMEN,,,,,,
36,,PUT ALL VEGETABLES IN BIG BOWL,COLOCAR TODOS OS VEGETAIS NA TIGELA GRANDE,PONER TODAS LAS VERDURAS EN LA GRAN BOL, METTERE TUTTE LE VERDURE NELLA CIOTOLA GRANDE, METTRE TOUS LES LÉGUMES DANS LA GRANDE BOLLE,ALLE GEMÜSE IN DIE GROSSE SCHÜSSEL LEGEN,全ての野菜を大きなボウルに入れる,すべてのやさいをおおきなぼうるにいれる,SUBETE NO YASAI O OOKINA BOURU NI IRERU,ALLE GROENTEN IN GROTE SCHAAL,,,,,,
36,,BOTTLE,GARRAFA,BOTELLA,BOTTIGLIA,BOUTEILLE,FLASCHE,ボトル,ぼとる,BOTORU,FLES,,,,,,
36,,SALAD,SALADA,ENSALADA,INSALATA,SALADE,SALAT,サラダ,さらだ,SARADA,SALADE,,,,,,
36,,SALAD DRESSING,MOLHO DE SALADA,ADEREZO,CONDIMENTO PER INSALATA,ASSAISONNEMENT POUR SALADE,SALATDRESSING,ドレッシング,どれっしんぐ,DORESSHINGU,SALADE DRESSING,,,,,,
36,,BOTTLE OF SALAD DRESSING,GARRAFA DE MOLHO DE SALADA,BOTELLA DE ADEREZO,BOTTIGLIA DI CONDIMENTO PER INSALATA,BOUTEILLE DE DRESSING,FLASCHE MIT SALATDRESSING,ドレッシングのボトル,どれっしんぐのぼとる,DORESSHINGU NO BOTORU,FLES SALADEDRESSING,,,,,,
36,,POUR DRESSING,DESPEJAR MOLHO,VERTIR ADEREZO,VERSARE IL CONDIMENTO, VERSER LE DRESSING, DRESSING GIEßEN,ドレッシングをかける,どれっしんぐをかける,DORESSHINGU O KAKERU,DRESSING GOOIEN,,,,,,
36,,OVER SALAD,SOBRE A SALADA,SOBRE LA ENSALADA,SULL’INSALATA,SUR LA SALADE,ÜBER DEN SALAT,サラダの上,さらだのうえ,SALADA NO UE,OVER SALADE,,,,,,
36,,MIX – STIR,MEXER – MISTURAR,MEXER – REMOVER,MESCOLARE – MESCOLARE,MÉLANGER – REMUER,RÜHREN – MISCHEN,まぜる / かきまぜる,まぜる / かきまぜる,MAZERU / KAKIMAZERU,MIXEN – ROER,,,,,,
36,,INGREDIENTS ,INGREDIENTES,INGREDIENTES,INGREDIENTI,INGRÉDIENTS,ZUTATEN,材料,ざいりょう,ZAIRYOU,INGREDIËNTEN,,,,,,
36,,SPOON ,COLHER,CUCHARA,CUCCHIAIO,CUILLÈRE,LÖFFEL,スプーン,すぷーん,SUP?N,LEPEL,,,,,,
36,,MIX INGREDIENTS WITH SPOON,MISTURAR INGREDIENTES COM COLHER,MEZCLAR INGREDIENTES CON CUCHARA,MESCOLARE GLI INGREDIENTI CON IL CUCCHIAIO,MÉLANGER LES INGRÉDIENTS AVEC UNE CUILLÈRE,ZUTATEN MIT LÖFFEL MISCHEN,スプーンで材料をまぜる,すぷーんでざいりょうをまぜる,SUP?N DE ZAIRYOU O MAZERU,INGREDIËNTEN MIXEN MET LEPEL,,,,,,
36,,TOSS SALAD,MEXER SALADA,MEZCLAR ENSALADA,MESCOLARE L’INSALATA,MÉLANGER LA SALADE,SALAT WERFEN,サラダをまぜる,さらだをまぜる,SALADA O MAZERU,SALADE OMROEREN,,,,,,
36,,EVEN – ODD,PAR – ÍMPAR,PAR – IMPAR,PARI – DISPAR,PAIRE – IMPAIRE,GERADE – UNGERADE,偶数 / 奇数,ぐうすう / きすう,GUUSUU / KISUU,GELIJK – ONGELIJK,,,,,,
36,,MAKE IT EVEN – MAKE IT UNEVEN,TORNAR PAR – TORNAR ÍMPAR,HACER PAR – HACER IMPAR,RENDERE PARI – RENDERE DISPAR, RENDRE PAIR – RENDRE IMPAIR,GLEICHMÄSSIG – UNGLEICH,偶数にする / 奇数にする,ぐうすうにする / きすうにする,GUUSUU NI SURU / KISUU NI SURU,GELIJKMAKEN – ONGELIJK MAKEN,,,,,,
36,,ENGINE,MOTOR,MOTOR,MOTORE,MOTEUR,MOTOR,エンジン,えんじん,ENJIN,MOTOR,,,,,,
36,,CHECK ,VERIFICAR,REVISAR,CONTROLLARE,VÉRIFIER,PRÜFEN,確認する,かくにんする,KAKUNIN SURU,CONTROLEREN,,,,,,
36,,CHECK IF SALAD IS READY,VERIFICAR SE SALADA ESTÁ PRONTA,VERIFICAR SI LA ENSALADA ESTÁ LISTA,CONTROLLARE SE L’INSALATA È PRONTA,VÉRIFIER SI LA SALADE EST PRÊTE,"PRÜFEN, OB SALAT FERTIG IST",サラダができているか確認する,さらだができているかかくにんする,SALADA GA DEKITE IRU KA KAKUNIN SURU,KIJKEN OF SALADE KLAAR IS,,,,,,
36,,PLATE,PRATO,PLATO,PIATTO,ASSIETTE,TELLER,皿,さら,SARA,PLATE,,,,,,
36,,PICK UP PLATE,PEGAR PRATO,TOMAR PLATO,PRENDERE PIATTO,PRENDRE ASSIETTE,TELLER HOLEN,皿を取る,さらをとる,SARA O TORU,PLATE PAKKEN,,,,,,
36,,SERVE SALAD ON PLATE,SERVIR SALADA NO PRATO,SERVIR ENSALADA EN PLATO,SERVIRE INSALATA SUL PIATTO,SERVIR LA SALADE SUR L’ASSIETTE,SALAT AUF TELLER SERVIEREN,皿にサラダを盛る,さらにさらだをもる,SARA NI SARADA O MORU,SALADE OP PLATE SERVEREN,,,,,,
36,,FORK,GARFO,TENEDOR,FORCHETTA,FOURCHETTE,GABEL,フォーク,ふぉーく,F?KU,VORK,,,,,,
36,,PICK UP FORK,PEGAR GARFO,TOMAR TENEDOR,PRENDERE FORCHETTA,PRENDRE FOURCHETTE,GABEL HOLEN,フォークを取る,ふぉーくをとる,F?KU O TORU,VORK PAKKEN,,,,,,
36,,TAKE A BITE  ,DAR UMA MORDIDA,DAR UN BOCADO,PRENDERE UN MORSELLO,AVOIR UNE BOUCHÉE, EIN BISS NEHMEN,一口食べる,ひとくちたべる,HITOKUCHI TABERU,EEN HAP NEMEN,,,,,,
36,,TAKE A BITE OF THE SALAD,DAR UMA MORDIDA NA SALADA,DAR UN BOCADO DE ENSALADA,PRENDERE UN MORSELLO DELL’INSALATA,MANGER UNE BOUCHÉE DE SALADE,EIN BISS VOM SALAT NEHMEN,サラダを一口食べる,さらだをひとくちたべる,SARADA O HITOKUCHI TABERU,EEN HAP VAN SALADE NEMEN,,,,,,
36,,SMILE,SORRIR,SONREÍR,SORRIDERE,SOURIRE,LÄCHELN,笑う,わらう,WARAU,GLIMLACHEN,,,,,,
36,,SWEET TASTE – BITTER TASTE,SABOR DOCE – SABOR AMARGO,SABOR DULCE – SABOR AMARGO,SAPORE DOLCE – SAPORE AMARO,GOÛT SUCRÉ – GOÛT AMER,SÜSSER GESCHMACK – BITTERER GESCHMACK,甘い味 / 苦い味,あまいあじ / にがいあじ,AMAI AJI / NIGAI AJI,ZOET SMAAK – BITER SMAAK,,,,,,
36,,FOOD ,COMIDA,COMIDA,CIBO,ALIMENT,ESSEN,食べ物,たべもの,TABEMONO,VOEDSEL,,,,,,
36,,FOOD TASTES GOOD – FOOD TASTES BAD,COMIDA SABE BEM – COMIDA SABE MAL,LA COMIDA SABE BIEN – LA COMIDA SABE MAL,IL CIBO SA DI BUONO – IL CIBO SA DI CATTIVO,LA NOURRITURE EST BONNE – LA NOURRITURE EST MAUVAISE,ESSEN SCHMECKT GUT – ESSEN SCHMECKT SCHLECHT,食べ物はおいしい / 食べ物はまずい,たべものはおいしい / たべものはまずい,TABEMONO WA OISHII / TABEMONO WA MAZUI,VOEDSEL SMAAKT GOED – VOEDSEL SMAAKT SLECHT,,,,,,
36,,BITE,MORDIDA,BOCADO,MORSO,BOUCHEE,BISS,一口,ひとくち,HITOKUCHI,HAP,,,,,,
36,,TAKE ONE BITE – TAKE ANOTHER BITE,DAR UMA MORDIDA – DAR OUTRA MORDIDA,DAR UN BOCADO – DAR OTRO BOCADO,PRENDERE UN MORSELLO – PRENDERE UN ALTRO MORSELLO,AVOIR UNE BOUCHÉE – AVOIR UNE AUTRE BOUCHÉE,EINEN BISS NEHMEN – EINEN ANDEREN BISS NEHMEN,一口食べる / もう一口食べる,ひとくちたべる / もうひとくちたべる,HITOKUCHI TABERU / MOU HITOKUCHI TABERU,EEN HAP NEMEN – NOG EEN HAP NEMEN,,,,,,
36,,START – FINISH,COMEÇAR – TERMINAR,EMPEZAR – TERMINAR,INIZIARE – FINIRE,COMMENCER – FINIR,BEGINNEN – BEENDEN,始める / 終わる,はじめる / おわる,HAJIMERU / OWARU,BEGIN – EINDIGEN,,,,,,
36,,START EATING – FINISH EATING,COMEÇAR A COMER – TERMINAR DE COMER,EMPEZAR A COMER – TERMINAR DE COMER,INIZIARE A MANGIARE – FINIRE DI MANGIARE,COMMENCER À MANGER – FINIR DE MANGER,ANFANGEN ZU ESSEN – FERTIG ESSEN,食べ始める / 食べ終わる,たべはじめる / たべおわる,TABEHAJIMERU / TABEOWARU,BEGINNEN MET ETEN – KLAAR MET ETEN,,,,,,
36,,HE CLEANS HIS HANDS,ELE LIMPA AS MÃOS,ÉL SE LAVA LAS MANOS,LUI SI LAVA LE MANI,IL SE LAVE LES MAINS,ER WÄSCHT SEINE HÄNDE,手をきれいにする,てをきれいにする,TE O KIREI NI SURU,HIJ MAAKT ZIJN HANDEN SCHOON,,,,,,
37,,WALK – RUN,ANDAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,GEHEN – RENNEN,歩く / 走る,あるく / はしる,ARUKU / HASHIRU,LOPEN – RENNEN,,,,,,
37,,KITCHEN,COZINHA,COCINA,CUCINA,CUISINE,KÜCHE,台所,だいどころ,DAIDOKORO,KEUKEN,,,,,,
37,,INTO THE KITCHEN,ENTRAR NA COZINHA,ENTRAR EN LA COCINA,ENTRARE IN CUCINA,ENTRER DANS LA CUISINE,IN DIE KÜCHE GEHEN,キッチンに入る,きっちんに はいる,KICCHIN NI HAIRU,IN DE KEUKEN GAAN,,,,,,
37,,LOOK IN THE FRIDGE – LOOK OUT THE WINDOW,OLHAR NA GELADEIRA – OLHAR PELA JANELA,MIRAR EN EL REFRIGERADOR – MIRAR POR LA VENTANA,GUARDARE NEL FRIGO – GUARDARE DALLA FINESTRA,REGARDER DANS LE FRIGO – REGARDER PAR LA FENÊTRE,IM KÜHLSCHRANK SEHEN – DURCH DAS FENSTER SEHEN,冷蔵庫を見る / 窓を見る,れいぞうこをみる / まどをみる,REIZOUKO O MIRU / MADO O MIRU,KIJKEN IN DE KOELKAST – KIJKEN UIT HET RAMEN,,,,,,
37,,CUPBOARD,ARMÁRIO,ARMARIO,ARMADIO,PLACARD,SCHRANK,戸棚,とだな,TODANA,KAST,,,,,,
37,,PUT IN – GET OUT,COLOCAR – RETIRAR,PONER – SACAR,METTERE – TOGLIERE, METTRE – RETIRER, HINEINSTELLEN – HERAUSNEHMEN,入れる / 出す,いれる / だす,IRERU / DASU,INZETTEN – UITNEMEN,,,,,,
37,,CHEESE,QUEIJO,QUESO,FORMAGGIO,FROMAGE,KÄSE,チーズ,ちーず,CH?ZU,KAAS,,,,,,
37,,HAM,FIAMBRE,JAMÓN,PROSCIUTTO,JAMBON,SCHINKEN,ハム,はむ,HAMU,HAM,,,,,,
37,,GET OUT BREAD – PUT IN CHEESE,RETIRAR PÃO – COLOCAR QUEIJO,SACAR PAN – PONER QUESO,USCIRE IL PANE – METTERE IL FORMAGGIO,SORTIR LE PAIN – METTRE LE FROMAGE,EIN BROT HERAUSNEHMEN – KÄSE HINZUFÜGEN,パンを出す / チーズを置く,ぱんをだす / ちーずをおく,PAN O DASU / CH?ZU O OKU,HAAL BROOD – LEGG KAAS,,,,,,
37,,SLICE,FATIA,REBANADA,FETTA,TRANCHE,SCHEIBE,スライス,すらいす,SURAISU,SLICE,,,,,,
37,,ONE SLICE – TWO SLICES,UMA FATIA – DUAS FATIAS,UNA REBANADA – DOS REBANADAS,UNA FETTA – DUE FETTE,UNE TRANCHE – DEUX TRANCHES,EINE SCHEIBE – ZWEI SCHEIBEN,一枚 / 二枚,いちまい / にまい,ICHIMAI / NIMAI,EÉN SCHIJF – TWEE SCHIJVEN,,,,,,
37,,WASH HANDS,LAVAR MÃOS,LAVARSE LAS MANOS,LAVARE LE MANI,LAVER LES MAINS,HÄNDE WASCHEN,手を洗う,てをあらう,TE O ARAU,HANDEN WASSEN,,,,,,
37,,BREAD,PÃO,PAN,PANE,PAIN,BROT,パン,ぱん,PAN,BROOD,,,,,,
37,,COUNTER,BALCÃO,MOSTRADOR,COUNTER,COMPTOIR,THEKE,カウンター,かうんたー,KAUNTAA,TOONBANK,,,,,,
37,,PUT ON – TAKE OFF,COLOCAR – RETIRAR,PONER – QUITAR,METTERE – TOGLIERE, METTRE – ENLEVER, AUF – AB,置く / 取る,おく / とる,OKU / TORU,LEGEN – HALEN,,,,,,
37,,PUT BREAD ON COUNTER,COLOCAR PÃO NO BALCÃO,PONER PAN EN EL MOSTRADOR,METTERE IL PANE SUL BANCO,PLACER LE PAIN SUR LE COMPTOIR,BROT AUF DEN THEKEN LEGEN,カウンターにパンを置く,かうんたーにぱんをおく,KAUNTAA NI PAN O OKU,LEGG BROOD OP TOONBANK,,,,,,
37,,PUT TWO SLICES OF BREAD (THEM) ON COUNTER,COLOCAR DUAS FATIAS DE PÃO NO BALCÃO,PONER DOS PANES EN EL MOSTRADOR,METTERE DUE FETTE DI PANE SUL BANCO,PLACER DEUX TRANCHES DE PAIN SUR LE COMPTOIR,ZWEI SCHEIBEN BROT AUF DIE THEKE LEGEN,カウンターにパン二枚を置く,かうんたーにぱんにまいをおく,KAUNTAA NI PAN NIMAI O OKU,TWEE SCHIJVEN BROOD OP TOONBANK LEgGEN,,,,,,
37,,PICK UP – PUT DOWN,PEGAR – COLOCAR,COGER – DEJAR,PRENDERE – POSARE,PRENDRE – POSER,AUFHEBEN – ABLEGEN,取る / 置く,とる / おく,TORU / OKU,OPPAKKEN – NEERZETTEN,,,,,,
37,,SLICE OF CHEESE,FATIA DE QUEIJO,REBANADA DE QUESO,FETTA DI FORMAGGIO,TRANCHE DE FROMAGE,SCHEIBE KÄSE,チーズのスライス ,ちーずのすらいす ,CHIIZU NO SURAISU,SCHIJF KAAS,,,,,,
37,,PICK UP SLICE OF CHEESE,PEGAR FATIA DE QUEIJO,REBANAR QUESO,PRENDERE FETTA DI FORMAGGIO,PRENDRE UNE TRANCHE DE FROMAGE,KÄSESCHEIBE HOLEN,チーズのスライスを取る,ちーずのすらいすをとる,CHIIZU NO SURAISU O TORU,FATIA KAAS PAKKEN,,,,,,
37,,SLICE OF BREAD,FATIA DE PÃO,REBANADA DE PAN,FETTA DI PANE,TRANCHE DE PAIN,SCHEIBE BROT,パンのスライス,ぱんのすらいす,PAN NO SURAISU,PLAK BROOD,,,,,,
37,,ON THE BOX – IN THE BOX,SOBRE A CAIXA – DENTRO DA CAIXA,SOBRE LA CAJA – DENTRO DE LA CAJA,SOPRA LA SCATOLA – DENTRO DELLA SCATOLA,SUR LA BOÎTE – DANS LA BOÎTE,AUF DER BOX – IN DER BOX,箱の上 / 箱の中,はこのうえ / はこのなか,HAKO NO UE / HAKO NO NAKA,OP DE DOOS – IN DE DOOS,,,,,,
37,,PLACE CHEESE ON ONE SLICE OF BREAD,COLOCAR QUEIJO SOBRE UMA FATIA DE PÃO,COLOCAR QUESO SOBRE UNA REBANADA DE PAN,METTERE IL FORMAGGIO SU UNA FETTA DI PANE,PLACER LE FROMAGE SUR UNE TRANCHE DE PAIN,KÄSE AUF EINE BROTSCHEIBE LEGEN,パンのスライスにチーズを置く,ぱんのすらいすにちーずをおく,PAN NO SURAISU NI CHIIZU O OKU,LEG KAAS OP ÉÉN SCHIJF BROOD,,,,,,
37,,PLACE HAM ON ANOTHER SLICE OF BREAD,COLOCAR FIAMBRE SOBRE OUTRA FATIA,COLOCAR JAMÓN SOBRE OTRA REBANADA,METTERE IL PROSCIUTTO SU UN’ALTRA FETTA,PLACER LE JAMBON SUR UNE AUTRE TRANCHE, SCHINKEN AUF EINE ANDERE SCHEIBE LEGEN,パンのスライスにハムを置く,ぱんのすらいすにはむをおく,PAN NO SURAISU NI HAMU O OKU,LEG HAM OP ANDERE SCHIJF,,,,,,
37,,PICK UP SLICE OF HAM,PEGAR FATIA DE FIAMBRE,REBANAR JAMÓN,PRENDERE FETTA DI PROSCIUTTO,PRENDRE UNE TRANCHE DE JAMBON,SCHEIBE SCHINKEN HOLEN,ハムのスライスを取る,はむのすらいすをとる,HAMU NO SURAISU O TORU,FATIA HAM PAKKEN,,,,,,
37,,TOP – BOTTOM,TOPO – FUNDO,SUPERIOR – INFERIOR,SOPRA – SOTTO,HAUT – BAS,OBEN – UNTEN,上 / 下,うえ / した,UE / SHITA,BOBOVO – ONDER,,,,,,
37,,TOP OF CHEESE – BOTTOM OF CHEESE,TOPO DO QUEIJO – FUNDO DO QUEIJO,SUPERIOR DEL QUESO – INFERIOR DEL QUESO,SOPRA IL FORMAGGIO – SOTTO IL FORMAGGIO,HAUT DU FROMAGE – BAS DU FROMAGE,OBERSEITE DES KÄSES – UNTERSEITE DES KÄSES,チーズの上 / チーズの下,ちーずのうえ / ちーずのした,CHIIZU NO UE / CH?ZU NO SHITA,BOBOVO KAAS – ONDER KAAS,,,,,,
37,,PUT HAM ON TOP OF CHEESE,COLOCAR FIAMBRE SOBRE TOPO DO QUEIJO,PONER JAMÓN SOBRE EL QUESO,METTERE IL PROSCIUTTO SUL FORMAGGIO,PLACER LE JAMBON SUR LE FROMAGE, SCHINKEN AUF KÄSE LEGEN,チーズの上にハムを置く,ちーずのうえにはむをおく,CHIIZU NO UE NI HAMU O OKU,LEG HAM OP TOP KAAS,,,,,,
37,,FIRST – SECOND,PRIMEIRO – SEGUNDO,PRIMERO – SEGUNDO,PRIMO – SECONDO,PREMIER – SECOND,ERSTE – ZWEITE,一番目 / 二番目,いちばんめ / にばんめ,ICHIBANME / NIBANME,EERSTE – TWEEDE,,,,,,
37,,TAKE FIRST SLICE – TAKE SECOND SLICE,PEGAR PRIMEIRA FATIA – PEGAR SEGUNDA FATIA,TOMAR PRIMERA REBANADA – TOMAR SEGUNDA REBANADA,PRENDERE PRIMA FETTA – PRENDERE SECONDA FETTA,PRENDRE LA PREMIÈRE TRANCH – PRENDRE LA DEUXIÈME,ERSTE SCHEIBE HOLEN – ZWEITE SCHEIBE HOLEN,一枚目を取る / 二枚目を取る,いちまいめをとる / にまいめをとる,ICHIMAI ME O TORU / NIMAI ME O TORU,EERSTE SCHIJF – TWEEDE SCHIJF,,,,,,
37,,KNIFE,FACA,CUCHILLO,COLTELLO,COUTEAU,MESSER,ナイフ,ないふ,NAIFU,MES,,,,,,
37,,PICK UP KNIFE,PEGAR FACA,COGER CUCHILLO,PRENDERE COLTELLO,PRENDRE COUTEAU,MESSER HOLEN,ナイフを取る,ないふをとる,NAIFU O TORU,FACA PAKKEN,,,,,,
37,,CUT,CORTAR,CORTAR,TAGLIARE,COUPER, SCHNEIDEN,切る,きる,KIRU,SNIJDEN,,,,,,
37,,SANDWICH,SANDUÍCHE,SÁNDWICH,SANDWICH,SANDWICH,SANDWICH,サンドイッチ,さんどいっち,SANDOICCHI,SANDWICH,,,,,,
37,,CUT SANDWICH,CORTAR SANDUÍCHE,CORTAR SÁNDWICH,TAGLIARE SANDWICH,COUPER LE SANDWICH,SANDWICH SCHNEIDEN,サンドイッチを切る,さんどいっちをきる,SANDOICCHI O KIRU,SANDWICH SNijden,,,,,,
37,,HALF – WHOLE,METADE – INTEIRO,MITAD – ENTERO,METÀ – INTERO,MOITIÉ – ENTIER,HALB – GANZ,半分 / 全部,はんぶん / ぜんぶ,HANBUN / ZENBU,HALF – HELE,,,,,,
37,,QUARTERS,QUARTOS,CUARTOS,QUARTI,QUARTS,VIERTEL,四分の一,しぶんのいち,SHIBUN NO ICHI,KWARTEN,,,,,,
37,,IN HALF – INTO QUARTERS,EM METADE – EM QUARTOS,EN MITAD – EN CUARTOS,IN META’ – IN QUARTI,EN MOITIÉ – EN QUARTS,IN HÄLFTE – IN VIERTELN,半分に / 四分の一に,はんぶんに / しぶんのいちに,HANBUN NI / SHIBUN NO ICHI NI,IN HALF – IN KWARTEN,,,,,,
37,,PAPER,PAPEL,PAPEL,CARTA,CARTON,PAPIER,紙,かみ,KAMI,PAPIER,,,,,,
37,,PIECE,PEDAÇO,PIEZA,PEZZO,PIÈCE,STÜCK,一枚,いっぺん,IPPEN,STUK,,,,,,
37,,PIECE OF PAPER,PEDAÇO DE PAPEL,PIEZA DE PAPEL,PEZZO DI CARTA,PIÈCE DE PAPIER,STÜCK PAPIER,紙の一枚,かみのいっぺん,KAMI NO IPPEN,STUK PAPIER,,,,,,
37,,WRAPPING PAPER,PAPEL DE EMBALAGEM,PAPEL DE ENVOLTORIO,CARTA DA IMBALLAGGIO,PAPIER D’EMBALLAGE,VERPACKUNGSPAPIER,ラッピングペーパー,らっぴんぐぺーぱー,RAPPINGU P?P?,INPAKPAPIER,,,,,,
37,,WITH – WITHOUT,COM – SEM,CON – SIN,CON – SENZA,AVEC – SANS,MIT – OHNE,～付き / ～なし,つき / なし,~TSUKI / ~NASHI,MET – ZONDER,,,,,,
37,,WRAP SANDWICH WITH PAPER,ENVELOPAR SANDUÍCHE COM PAPEL,ENVOLVER SANDWICH CON PAPEL,AVVOLGERE IL SANDWICH CON CARTA,EMBALLER LE SANDWICH AVEC DU PAPIER,SANDWICH MIT PAPIER EINPACKEN,紙でサンドイッチを包む,かみでさんどいっちをつつむ,KAMI DE SANDOICCHI O TSUTSUMU,SANDWICH INPAPERIEN,,,,,,
37,,CAREFULLY – CARELESSLY,CUIDADOSAMENTE – DESCUIDADAMENTE,CUIDADOSAMENTE – DESCUIDADAMENTE,ATTENTAMENTE – INCURANTE,ATTENTIVEMENT – NÉGLIGEMMENT,VORSICHTIG – SORGFLOS,慎重に / 注意深く,しんちょうに / ちゅういぶかく,SHINCHOU NI / FUCHUUI NI,VOORZICHTIG – SLORDIG,,,,,,
37,,BAG,BOLSA,BOLSA,BOCCA,BAG,SCHULTASCHE,バッグ,ばっぐ,BAG,TAS,,,,,,
37,,PUT SANDWICH IN BAG,COLOCAR SANDUÍCHE NA BOLSA,PONER SANDWICH EN BOLSA, METTERE SANDWICH NELLA BORSA,PLACER LE SANDWICH DANS LE SAC,SANDWICH IN TASCHE LEGEN,サンドイッチをバッグに入れる,さんどいっちをばっぐにいれる,SANDOICCHI O BAGGU NI IRERU,SANDWICH IN TAS LEgGEN,,,,,,
37,,APPLE,MAÇÃ,MANZANA,MELA,POMME,APFEL,りんご,りんご,RINGO,APPEL,,,,,,
37,,PICK UP APPLE,PEGAR MAÇÃ,COGER MANZANA,PRENDERE MELA,PRENDRE POMME,APFEL HOLEN,りんごを取る,りんごをとる,RINGO O TORU,APPEL PAKKEN,,,,,,
37,,WATER,ÁGUA,AGUA,ACQUA,EAU,WASSER,水,みず,MIZU,WATER,,,,,,
